age,basket_size,churned,conversion_rate,customer_lifetime_value,device,discount_usage,membership_tier,monthly_spend,orders_per_month,region,return_rate,session_duration,tenure_months
56.852,42.9746,no,0.35,458580.9554,mobile,0.0124,gold,2500.0,20.0,south,0.7817,68.3988,36.7645
80.1932,44.1267,yes,0.35,132068.3151,mobile,0.6548,gold,2500.0,20.0,south,0.1722,242.3814,148.7604
67.098,3.4153,no,0.35,134292.1775,mobile,0.3724,gold,2500.0,20.0,south,0.3109,505.8651,206.1181
88.0922,22.7124,yes,0.35,134709.9905,mobile,0.4168,gold,2500.0,11.2761,east,0.2114,494.5577,178.0858
39.0231,25.833,yes,0.1356,425647.6705,mobile,0.8793,gold,578.9632,11.5658,north,0.8329,502.349,60.6282
36.2743,41.3518,yes,0.35,317704.9045,mobile,0.1239,gold,611.2638,20.0,south,0.594,107.3726,209.0449
71.4231,34.7537,yes,0.2851,193282.8354,mobile,0.1629,gold,2500.0,20.0,east,0.8571,388.7806,162.9692
79.9826,48.3898,yes,0.35,237048.6033,mobile,0.1323,gold,2500.0,20.0,south,0.2238,365.398,226.3782
49.9659,11.6922,yes,0.3021,260318.9492,mobile,0.6236,gold,2500.0,1.0,west,0.9994,579.9248,201.6114
20.7239,49.4297,no,0.35,430745.8001,mobile,0.2611,gold,2500.0,20.0,south,0.2988,90.8076,183.9484
66.3759,36.3429,no,0.35,498734.5498,mobile,0.2594,gold,2500.0,20.0,west,0.0353,425.1333,137.7181
83.083,33.9216,no,0.35,422709.6221,mobile,0.8406,gold,2500.0,10.8682,east,0.0976,77.6385,62.8178
32.4468,11.9431,no,0.35,210236.2841,mobile,0.8868,gold,2500.0,20.0,east,0.4638,71.5511,13.8288
80.1948,19.7018,yes,0.2984,27030.9853,mobile,0.8542,gold,2500.0,12.0178,north,0.4092,342.0727,217.6824
73.6416,24.8915,yes,0.35,88412.1333,mobile,0.6345,gold,94.27,16.4117,west,0.7612,101.9948,183.7116
62.8781,20.7663,no,0.35,191658.21,mobile,0.0377,gold,2500.0,20.0,north,0.0141,194.0057,200.1417
32.7437,43.9723,yes,0.3121,51354.1117,mobile,0.5033,gold,2500.0,3.9172,south,0.0457,569.1296,109.9664
89.7143,25.0188,no,0.35,82441.7544,mobile,0.9069,gold,2500.0,1.1475,east,0.2243,590.9428,51.4745
43.1278,32.8765,no,0.0374,438272.0688,mobile,0.2558,gold,2500.0,2.9152,west,0.9947,397.52,157.2027
48.8793,7.0562,no,0.2527,350934.1074,mobile,0.2055,gold,2500.0,1.0,east,0.4209,61.4869,125.3539
36.9203,39.4532,yes,0.35,304500.9047,mobile,0.778,gold,2500.0,20.0,south,0.3579,246.444,39.3293
33.3534,1.6247,yes,0.089,55215.4587,mobile,0.5742,gold,2500.0,20.0,west,0.7795,45.9539,173.9347
89.1613,15.5051,no,0.35,49904.4575,mobile,0.1747,gold,788.8904,17.434,north,0.8016,188.3116,177.5111
65.0883,9.3551,yes,0.35,218857.2584,mobile,0.6218,gold,2500.0,5.5771,west,0.815,110.5388,96.7858
75.1925,32.7935,yes,0.35,56528.2782,mobile,0.6962,gold,1172.9279,20.0,south,0.1594,250.2006,142.1893
61.2405,43.2662,yes,0.35,363639.3174,mobile,0.8918,gold,2500.0,20.0,south,0.8876,264.972,16.1373
54.4134,34.7238,no,0.35,216423.9536,mobile,0.7267,gold,2500.0,20.0,west,0.6414,90.044,198.5186
79.0385,43.6014,no,0.0749,245823.9806,mobile,0.2409,gold,2500.0,3.021,west,0.2227,386.3471,97.3832
75.2933,22.9568,no,0.35,223534.06,mobile,0.1187,gold,2500.0,20.0,north,0.1026,247.9908,134.1543
64.4401,23.3542,yes,0.3409,412655.4953,mobile,0.8166,gold,2500.0,19.9184,east,0.7674,360.3707,172.2813
23.2103,33.2866,yes,0.03,177569.4893,mobile,0.6337,gold,2500.0,20.0,east,0.3739,64.687,215.3536
34.8174,10.6002,no,0.1207,426097.1859,mobile,0.2156,gold,2500.0,11.4347,north,0.3379,454.5325,12.1136
87.3253,1.2125,no,0.35,276613.1645,mobile,0.4328,gold,2500.0,20.0,east,0.7811,546.1987,166.3444
44.668,30.4268,yes,0.35,252055.0597,mobile,0.3847,gold,2500.0,20.0,north,0.7624,164.8839,231.2989
46.5432,35.3007,yes,0.35,149456.5675,mobile,0.7015,gold,2500.0,20.0,north,0.9355,379.9174,49.0125
88.6188,32.8542,yes,0.35,251946.7195,mobile,0.6943,gold,2500.0,6.9243,west,0.3522,288.7416,137.3825
75.8146,26.6138,no,0.03,72663.3558,mobile,0.6703,gold,2500.0,20.0,north,0.1609,172.6827,60.8841
71.766,2.583,yes,0.35,51240.0032,mobile,0.868,gold,2500.0,20.0,west,0.7424,337.2011,57.7853
44.679,47.8784,no,0.35,156326.9904,mobile,0.5521,gold,259.3048,15.0805,north,0.6206,468.774,208.9582
73.4349,48.2502,yes,0.2942,88712.9492,mobile,0.6827,gold,2500.0,10.4277,south,0.5138,226.9417,103.4134
16.4177,23.8502,yes,0.35,19970.2947,mobile,0.9286,gold,2500.0,20.0,north,0.6254,506.0408,72.976
86.8171,26.5097,yes,0.35,79685.2463,mobile,0.5431,gold,2500.0,20.0,east,0.8834,398.3374,80.1249
24.4894,17.9544,no,0.2403,321132.1779,mobile,0.9186,gold,2500.0,2.3926,south,0.8857,229.4422,191.2934
17.8282,26.3265,no,0.35,257154.531,mobile,0.5087,gold,2500.0,17.786,east,0.6515,192.8673,20.6806
31.5978,31.8462,no,0.2132,342702.5915,mobile,0.8357,gold,2500.0,20.0,east,0.8786,445.0836,105.0218
49.9827,17.2541,yes,0.0875,27134.0354,mobile,0.7942,gold,2500.0,20.0,east,0.2276,155.9301,93.7398
44.8231,6.797,yes,0.03,360142.8405,mobile,0.0632,gold,2500.0,2.731,east,0.8483,215.2624,121.178
36.8323,46.4079,yes,0.35,411061.1851,mobile,0.0308,gold,2500.0,13.1919,south,0.7468,478.2655,204.0227
66.1194,45.7943,yes,0.35,364662.2883,mobile,0.3731,gold,2500.0,20.0,south,0.5551,74.8179,2.2021
31.5439,37.3301,no,0.35,105868.4715,mobile,0.9056,gold,2500.0,8.5473,west,0.184,370.5141,61.4053
63.7059,4.5841,yes,0.35,125343.8074,mobile,0.1974,gold,2500.0,20.0,north,0.3571,403.106,57.0534
39.5162,23.0817,no,0.35,152837.7447,mobile,0.5842,gold,2500.0,20.0,south,0.3163,257.5561,2.1548
78.1681,7.581,yes,0.35,438942.9148,mobile,0.4628,gold,2500.0,18.3283,south,0.5517,106.2863,145.984
70.2823,31.7043,no,0.35,446052.5923,mobile,0.8496,gold,2500.0,20.0,west,0.5789,461.751,51.8498
64.3892,8.283,no,0.35,445718.7719,mobile,0.5896,gold,2500.0,8.0329,north,0.5011,55.2419,87.9639
72.0332,7.8782,yes,0.1592,283178.6273,mobile,0.5658,gold,2500.0,8.7719,south,0.732,563.566,10.6603
43.3382,3.0976,yes,0.2068,453863.0463,mobile,0.3613,gold,2500.0,20.0,north,0.0464,588.3733,78.453
43.8728,19.5474,yes,0.35,449113.3088,mobile,0.0778,gold,2500.0,20.0,east,0.2229,244.0995,196.3196
53.1359,7.8094,no,0.1656,38544.1129,mobile,0.6435,gold,2500.0,11.2143,east,0.3622,430.6643,29.2809
51.6322,24.4619,no,0.2107,80623.1299,mobile,0.8334,gold,448.9208,2.5887,east,0.5735,97.5164,151.4602
28.3093,46.1999,no,0.35,202728.1582,mobile,0.9692,gold,2500.0,20.0,west,0.728,492.9607,227.3937
28.6219,41.6878,yes,0.35,397308.0351,mobile,0.8205,gold,2500.0,20.0,north,0.2645,434.7879,82.8984
43.9876,7.4784,no,0.03,261355.6715,mobile,0.9093,gold,2500.0,20.0,east,0.6055,107.2759,216.4844
51.6858,7.3861,yes,0.35,413760.8893,mobile,0.897,gold,2500.0,20.0,west,0.522,222.8561,11.3817
41.9383,40.4264,yes,0.35,418595.257,mobile,0.5761,gold,2500.0,15.2711,east,0.7659,546.1411,21.0324
68.477,39.6817,yes,0.35,58914.302,mobile,0.0072,gold,2500.0,20.0,south,0.3159,217.9996,37.9921
61.2792,49.5981,yes,0.35,101846.8306,mobile,0.5521,gold,2500.0,10.7232,north,0.5591,290.7723,237.2535
79.2699,33.3049,no,0.35,223297.4387,mobile,0.6993,gold,2500.0,12.8675,east,0.4006,203.7243,132.5877
75.5233,41.3395,yes,0.35,300122.7209,mobile,0.0881,gold,2500.0,20.0,east,0.609,434.9723,223.4337
85.983,41.1912,no,0.35,219486.0243,mobile,0.2017,gold,2500.0,20.0,east,0.286,21.132,144.2841
42.6208,33.0959,no,0.35,43421.4063,mobile,0.2759,gold,2500.0,20.0,south,0.4055,120.9859,4.6726
41.7132,40.9602,yes,0.2263,481528.5697,mobile,0.4548,gold,2500.0,1.0,south,0.175,304.2366,134.5127
80.8324,40.8442,yes,0.35,347095.9307,mobile,0.9661,gold,2500.0,20.0,west,0.7575,576.782,110.6648
24.6039,4.3102,yes,0.35,497099.0167,mobile,0.6769,gold,2500.0,18.9438,east,0.9554,310.386,3.3238
45.5209,37.6906,no,0.342,277275.752,mobile,0.1785,gold,2500.0,13.114,north,0.5737,110.4879,179.3313
70.4218,43.7644,yes,0.2068,101383.2794,mobile,0.2497,gold,2500.0,9.3597,east,0.1067,552.1927,162.5191
78.7528,19.1886,yes,0.3154,449060.6002,mobile,0.881,gold,2500.0,16.484,east,0.1829,458.7931,123.1609
54.9044,21.7356,yes,0.35,16281.3235,mobile,0.3473,gold,2500.0,20.0,east,0.4572,73.1005,124.851
65.8836,19.592,no,0.1007,180801.1629,mobile,0.8618,gold,2500.0,15.7709,north,0.2694,575.1576,83.0001
47.0129,37.8576,no,0.35,200296.2987,mobile,0.4507,gold,2500.0,20.0,west,0.686,488.7002,173.2749
30.5087,40.2018,yes,0.35,236493.5123,mobile,0.0097,gold,2500.0,8.0683,south,0.8933,378.7605,128.6218
57.5982,28.8239,yes,0.35,345271.588,mobile,0.06,gold,2500.0,20.0,south,0.6299,270.463,80.9829
17.4678,6.9406,yes,0.35,481558.2805,mobile,0.199,gold,2500.0,20.0,east,0.1745,468.4051,85.8711
44.1993,15.0397,no,0.35,72424.1691,mobile,0.1676,gold,2500.0,20.0,south,0.6313,343.4109,203.8873
32.8881,16.527,yes,0.2914,133736.1954,mobile,0.6446,gold,2500.0,20.0,north,0.8628,218.5357,141.2738
79.2117,7.127,yes,0.2346,125823.505,mobile,0.7439,gold,2500.0,12.6343,east,0.397,58.2367,224.8937
73.0491,26.6752,yes,0.35,51964.202,mobile,0.6181,gold,1686.2253,20.0,north,0.3898,138.3842,177.2848
54.9789,9.3598,no,0.0352,178420.6214,mobile,0.9153,gold,2500.0,20.0,west,0.8709,560.9797,132.1023
62.6975,32.1567,yes,0.35,261729.9022,mobile,0.6395,gold,2500.0,20.0,north,0.5397,483.02,106.6046
38.4644,1.0045,no,0.35,423973.2442,mobile,0.3439,gold,2500.0,1.0,north,0.9221,568.2275,115.019
74.9608,27.8624,no,0.1886,441081.0342,mobile,0.4371,gold,2500.0,20.0,south,0.646,497.2277,53.7216
37.0661,37.4034,yes,0.35,206451.9383,mobile,0.8535,gold,2500.0,17.3757,east,0.6369,371.0199,66.0401
27.259,48.5161,no,0.03,486166.3025,mobile,0.2821,gold,2500.0,20.0,south,0.0082,55.028,4.5192
74.1437,25.4214,yes,0.35,348467.4014,mobile,0.0317,gold,1604.4619,20.0,south,0.1461,160.6356,94.7888
76.4766,41.5844,no,0.122,384072.8354,mobile,0.249,gold,2500.0,20.0,west,0.7376,21.0727,111.1395
44.7951,48.0995,yes,0.35,79305.7182,mobile,0.7282,gold,2500.0,20.0,east,0.1221,289.2565,72.4163
33.4615,22.2739,no,0.03,397195.1987,mobile,0.5847,gold,2500.0,14.5854,north,0.9688,349.0651,166.0896
27.6697,5.4787,no,0.35,465424.3923,mobile,0.997,gold,2500.0,3.5865,south,0.6446,421.0956,190.1604
88.644,39.6395,yes,0.35,402762.6883,mobile,0.4387,gold,2500.0,20.0,south,0.3582,81.7046,215.7805
56.1623,25.0145,no,0.35,271810.2721,mobile,0.3237,gold,2500.0,20.0,south,0.5987,516.476,39.3221
56.0788,23.2499,no,0.35,252978.8665,mobile,0.7337,gold,2500.0,20.0,north,0.3641,372.4982,77.6459
54.7812,25.3799,no,0.35,306519.6212,mobile,0.3226,gold,2500.0,6.6278,north,0.5232,40.9412,200.6112
23.9221,10.3892,no,0.0318,320875.8341,mobile,0.3886,gold,2500.0,20.0,west,0.5903,30.4023,53.7527
84.7019,41.7718,yes,0.35,319458.3582,mobile,0.3609,gold,2500.0,20.0,east,0.822,476.7555,14.9337
77.7498,4.8188,no,0.2159,259742.6366,mobile,0.1012,gold,2500.0,20.0,east,0.1931,394.469,137.2366
72.705,29.2516,yes,0.35,351275.2081,mobile,0.4271,gold,2082.0479,20.0,south,0.55,303.311,158.1501
78.5192,21.2048,yes,0.35,413077.4875,mobile,0.3235,gold,2500.0,20.0,west,0.3751,330.593,178.9542
16.0145,2.6985,yes,0.2845,8151.2239,mobile,0.1351,gold,2500.0,1.0,east,0.9844,129.6789,76.2622
18.7925,18.4271,no,0.1384,183541.4465,mobile,0.5822,gold,2500.0,20.0,west,0.0919,240.4792,220.3738
28.7948,41.4596,no,0.35,288116.2309,mobile,0.9077,gold,2500.0,18.0236,west,0.7308,346.1939,19.7561
46.8226,43.5237,no,0.35,113358.8357,mobile,0.6528,gold,2500.0,1.0,south,0.7774,230.1097,73.8432
53.1777,11.8191,yes,0.0505,365789.2868,mobile,0.3929,gold,2500.0,20.0,south,0.5047,134.0293,70.2581
22.1083,29.0006,yes,0.0493,199595.6498,mobile,0.0851,gold,2500.0,20.0,north,0.1304,81.7876,134.6718
33.9313,14.0466,no,0.35,342368.9862,mobile,0.576,gold,2250.5974,20.0,south,0.3653,115.1034,83.3415
61.6004,49.5178,no,0.35,72909.2376,mobile,0.0449,gold,2500.0,11.9811,north,0.3738,454.8825,204.8106
86.2216,46.4098,no,0.35,410066.9782,mobile,0.0137,gold,2500.0,6.6767,west,0.4501,14.6261,50.9533
62.1051,49.6228,yes,0.35,334130.291,mobile,0.3766,gold,2500.0,20.0,east,0.2555,37.0059,48.9664
20.9282,33.3583,no,0.35,456434.3902,mobile,0.3602,gold,2157.8287,17.5497,east,0.8834,232.5274,235.1705
29.7949,25.5319,yes,0.35,463174.9865,mobile,0.0215,gold,2500.0,20.0,south,0.3336,236.6465,38.5243
62.2671,12.574,yes,0.35,250625.7306,mobile,0.8119,gold,2500.0,20.0,south,0.8904,489.1003,8.0423
82.391,33.1897,yes,0.0878,191103.5609,mobile,0.9606,gold,2500.0,20.0,west,0.2274,144.9761,37.507
56.1253,11.1311,no,0.1386,270676.9134,mobile,0.8001,gold,2500.0,18.5399,south,0.7051,314.7595,33.3253
21.0182,27.1151,yes,0.35,92067.6079,mobile,0.8395,gold,2500.0,1.769,north,0.3187,583.7647,230.7259
73.654,6.2318,yes,0.1847,381223.7419,mobile,0.612,gold,2500.0,20.0,north,0.2309,140.0773,165.2833
53.172,30.6309,no,0.35,186979.7006,mobile,0.8521,gold,2500.0,8.2508,north,0.1933,20.3055,183.7248
70.9351,49.4239,no,0.35,33068.1621,mobile,0.9271,gold,2500.0,20.0,east,0.4899,195.6125,110.3532
60.9868,41.3921,no,0.35,197075.3544,mobile,0.9391,gold,2500.0,20.0,east,0.6414,422.7634,10.2044
80.9557,13.0404,yes,0.35,491915.3219,mobile,0.0393,gold,2500.0,20.0,north,0.9626,114.7204,106.0534
47.2622,31.0436,no,0.0545,258484.8251,mobile,0.1422,gold,2500.0,20.0,south,0.7226,68.7898,187.1167
49.3656,9.7651,no,0.35,356317.1957,mobile,0.2019,gold,2500.0,15.0049,west,0.6917,544.3903,191.3602
62.9214,5.18,yes,0.35,363436.9179,mobile,0.9752,gold,2500.0,9.594,north,0.5503,27.2997,41.8415
80.2926,9.7645,no,0.35,209790.8456,mobile,0.3095,gold,2500.0,20.0,east,0.6265,71.4148,32.4455
49.9396,42.9151,no,0.35,2875.2744,mobile,0.8827,gold,2500.0,20.0,north,0.4757,246.6807,19.9778
19.62,8.2646,yes,0.35,18360.5259,mobile,0.8538,gold,2500.0,20.0,south,0.2984,552.3104,12.7185
61.2206,34.8842,yes,0.35,393653.7898,mobile,0.1774,gold,2500.0,20.0,west,0.9315,56.7826,72.5314
78.4049,4.1814,no,0.35,61011.615,mobile,0.8594,gold,2500.0,20.0,west,0.2098,126.2215,14.9061
61.0545,16.5079,no,0.35,497512.1678,mobile,0.3539,gold,2500.0,20.0,south,0.5197,379.4827,118.7086
88.4651,1.0775,no,0.03,312730.3712,mobile,0.1179,gold,2500.0,20.0,south,0.999,249.0106,80.7763
34.8269,4.324,no,0.3003,274996.7997,mobile,0.767,gold,2276.7353,19.997,south,0.396,341.784,230.467
84.2487,24.4763,yes,0.35,17779.1254,mobile,0.1358,gold,2500.0,20.0,south,0.8652,537.6612,111.5303
57.8058,34.2317,no,0.35,9359.2152,mobile,0.5774,gold,2500.0,20.0,north,0.7958,40.6616,36.6839
58.2526,20.0887,no,0.35,432296.8453,mobile,0.7515,gold,2500.0,18.87,south,0.0316,248.9079,119.796
31.9944,15.8136,no,0.1122,392471.9916,mobile,0.7778,gold,2500.0,20.0,south,0.0249,290.1153,120.513
73.3895,8.0215,no,0.35,411069.259,mobile,0.938,gold,2500.0,7.963,east,0.7246,276.1617,171.5689
66.8419,30.1201,no,0.0871,233437.9512,mobile,0.0461,gold,2500.0,20.0,north,0.3125,346.9583,75.6022
37.206,27.0815,yes,0.35,335562.021,mobile,0.2727,gold,2500.0,6.8676,south,0.9583,336.2158,25.4677
26.4752,35.5133,no,0.2833,122412.5369,mobile,0.0712,gold,2500.0,20.0,east,0.4436,78.9143,113.5058
22.3728,20.2039,no,0.35,445637.9473,mobile,0.6295,gold,2500.0,20.0,east,0.3556,200.0669,48.3572
76.151,46.0648,yes,0.35,227792.0854,mobile,0.6845,gold,2500.0,20.0,north,0.2317,135.0529,206.802
67.7715,33.5939,yes,0.35,441201.9451,mobile,0.4533,gold,605.2826,20.0,east,0.3514,277.2838,41.8216
46.0208,35.9994,no,0.107,278074.93,mobile,0.0709,gold,2500.0,20.0,east,0.5905,143.9066,59.2422
41.2128,40.8819,yes,0.35,392156.9883,mobile,0.4354,gold,2500.0,20.0,south,0.2362,397.9047,19.6168
57.0765,41.2791,no,0.1762,477941.7232,mobile,0.0696,gold,2174.8927,20.0,north,0.7713,227.9677,119.1365
81.6574,45.2595,yes,0.35,92.1702,mobile,0.1467,gold,2500.0,20.0,west,0.39,347.1809,47.7643
69.1166,45.8408,no,0.35,291363.4889,mobile,0.6115,gold,2500.0,20.0,east,0.8525,38.3839,216.3571
79.7323,43.4183,yes,0.2352,351110.9411,mobile,0.3943,gold,2500.0,20.0,west,0.3816,327.5262,159.3345
78.4062,18.6541,yes,0.35,144235.4359,mobile,0.8727,gold,2500.0,1.0,north,0.6484,87.2535,212.4884
63.526,21.3769,yes,0.35,394464.2123,mobile,0.6044,gold,2500.0,10.7878,west,0.5094,331.678,108.5609
60.7384,29.319,yes,0.35,118374.9836,mobile,0.5017,gold,2500.0,20.0,east,0.367,586.9618,136.7877
26.5145,36.8334,no,0.35,491834.1888,mobile,0.7789,gold,2500.0,4.6941,east,0.8899,53.9794,113.9159
82.8653,27.2166,no,0.03,227017.3859,mobile,0.9061,gold,2500.0,19.8908,south,0.3529,586.6785,71.4137
20.5449,24.1849,yes,0.1691,25809.9424,mobile,0.9904,gold,2500.0,20.0,south,0.2868,50.4236,121.8375
36.3661,13.5908,no,0.35,301910.7698,mobile,0.9101,gold,2500.0,20.0,east,0.3698,106.0642,188.0241
41.3708,5.1357,no,0.1451,466970.9273,mobile,0.1542,gold,2500.0,20.0,east,0.7704,143.5305,106.2042
63.5273,38.0187,yes,0.116,83800.1984,mobile,0.3987,gold,2500.0,20.0,north,0.7524,319.98,91.7724
55.2527,22.302,yes,0.2888,398654.5222,mobile,0.382,gold,2500.0,20.0,south,0.9559,59.3212,127.9791
36.0041,40.3135,no,0.2553,292088.4169,mobile,0.4611,gold,2500.0,14.5078,east,0.6719,462.5279,125.2686
77.545,1.5861,no,0.0977,51953.6424,mobile,0.4459,gold,2500.0,16.9978,east,0.1931,15.1966,22.974
22.3926,30.6296,no,0.35,381928.8831,mobile,0.6479,gold,2500.0,11.0861,south,0.1108,111.3735,71.4019
72.9326,34.9189,yes,0.35,385059.8049,mobile,0.2573,gold,2500.0,16.6372,west,0.0624,233.7657,239.0341
21.1355,48.9917,yes,0.2007,196317.2226,mobile,0.6455,gold,2168.6094,20.0,east,0.4313,368.7658,26.3937
18.5797,4.4502,no,0.35,388618.5827,mobile,0.0188,gold,2500.0,20.0,west,0.0009,23.6635,94.3256
58.5234,26.2538,yes,0.35,245339.7269,mobile,0.4361,gold,2500.0,20.0,south,0.7854,324.5371,1.7905
66.4558,20.6301,no,0.35,479411.9434,mobile,0.0907,gold,2500.0,20.0,west,0.0805,276.324,184.1954
64.8943,15.6446,no,0.35,53384.0084,mobile,0.6888,gold,2500.0,20.0,west,0.438,114.4892,9.5319
44.7688,39.8442,no,0.35,249842.0758,mobile,0.965,gold,2500.0,20.0,north,0.0164,204.2318,81.7147
75.7257,33.6985,no,0.35,339038.9117,mobile,0.8743,gold,2500.0,20.0,north,0.9248,23.0897,34.8401
67.896,7.3963,no,0.1722,24978.9987,mobile,0.3073,gold,2500.0,20.0,north,0.1707,355.0345,196.4542
20.6701,10.9294,no,0.3373,417947.974,mobile,0.7379,gold,2500.0,7.2481,south,0.6841,327.985,77.86
20.6784,14.4208,yes,0.35,84025.4266,mobile,0.3699,gold,2500.0,14.6187,west,0.582,80.8892,190.0615
21.9735,1.354,no,0.35,353370.6242,mobile,0.5937,gold,2500.0,20.0,west,0.7922,286.1315,31.3273
46.4903,46.9664,no,0.35,18810.606,mobile,0.18,gold,2500.0,20.0,north,0.6272,469.7672,84.137
24.6956,26.9798,no,0.0957,180950.6523,mobile,0.7611,gold,2500.0,13.1566,west,0.7703,395.937,67.066
52.8161,8.8282,no,0.35,27013.8072,mobile,0.3642,gold,2500.0,15.0829,north,0.6168,534.1577,109.3023
27.6954,2.4242,no,0.35,35429.7492,mobile,0.2353,gold,2500.0,20.0,north,0.4191,448.505,215.7111
23.2567,37.1496,yes,0.35,187766.1939,mobile,0.2207,gold,2500.0,20.0,south,0.8905,87.8198,222.765
26.0939,36.2712,yes,0.35,487777.9457,mobile,0.2022,gold,2500.0,20.0,south,0.0597,82.7644,204.5447
32.2692,15.4629,yes,0.1568,397282.6996,mobile,0.9528,gold,2500.0,20.0,west,0.5528,138.5917,99.3954
36.6586,36.7709,no,0.35,123327.0885,mobile,0.3273,gold,2500.0,20.0,east,0.5918,90.2329,138.1145
89.3542,36.9403,no,0.35,212848.8218,mobile,0.3943,gold,2500.0,20.0,north,0.098,297.6757,20.8589
25.8207,15.4937,yes,0.35,45364.7525,mobile,0.4798,gold,2500.0,20.0,west,0.8579,448.6247,6.8348
29.686,43.706,yes,0.35,351951.0315,mobile,0.0014,gold,2500.0,20.0,east,0.6908,319.0213,71.885
61.9137,17.449,yes,0.35,257368.2403,mobile,0.91,gold,2500.0,3.0938,north,0.383,279.7464,10.769
26.242,17.4116,yes,0.35,324519.2002,mobile,0.7374,gold,2500.0,20.0,west,0.7028,452.1509,182.8517
36.5088,4.1051,yes,0.3452,243113.4526,mobile,0.5267,gold,2454.1887,20.0,north,0.6783,320.1804,70.8512
82.0008,23.4358,no,0.0802,448972.9299,mobile,0.2884,gold,2500.0,6.5619,south,0.2759,418.5522,119.6226
46.8237,34.4378,yes,0.35,236952.4589,mobile,0.4201,gold,2500.0,1.2889,south,0.1891,14.1999,192.6754
51.975,33.6269,yes,0.35,274234.3562,mobile,0.458,gold,2500.0,20.0,north,0.3065,473.7714,55.2009
42.1309,23.3404,no,0.1664,462065.8202,mobile,0.7118,gold,2500.0,20.0,east,0.8393,416.0227,160.2591
19.0452,16.5147,no,0.1265,130203.5986,mobile,0.1845,gold,2500.0,2.0813,east,0.3169,206.9644,90.1267
84.1121,20.8236,yes,0.35,72691.9433,mobile,0.458,gold,2500.0,1.0,north,0.7385,585.385,80.1761
75.1686,36.6986,no,0.35,169342.2149,mobile,0.1123,gold,2500.0,2.4049,east,0.678,71.0088,6.9261
40.1511,30.7994,no,0.1951,263216.921,mobile,0.7813,gold,2500.0,11.7429,north,0.0836,509.8214,162.8181
52.2944,30.5554,yes,0.35,28023.8089,mobile,0.6668,gold,2500.0,20.0,west,0.4276,232.2815,3.9136
80.6983,5.2923,yes,0.35,222110.1811,mobile,0.9926,gold,2500.0,17.318,north,0.8057,582.246,102.2959
31.376,24.256,yes,0.35,493319.1737,mobile,0.0661,gold,2500.0,20.0,north,0.0884,246.2669,219.5441
30.7451,41.7819,no,0.2895,245292.809,mobile,0.8228,gold,2500.0,20.0,south,0.4941,444.1738,54.6603
86.746,41.8779,yes,0.35,326906.4861,mobile,0.8927,gold,2500.0,20.0,south,0.6878,147.6054,29.5258
58.9989,28.7132,no,0.35,313998.0237,mobile,0.476,gold,2500.0,7.175,north,0.5125,345.5829,203.0219
39.6564,44.0375,no,0.1355,81654.4259,mobile,0.2727,gold,2500.0,20.0,north,0.356,174.6239,127.5773
72.587,30.3394,yes,0.1671,161303.4303,mobile,0.3162,gold,2500.0,20.0,north,0.2715,419.0825,87.6429
54.3446,19.2777,no,0.35,170156.5456,mobile,0.9108,gold,2048.3572,9.2733,east,0.2211,113.8617,215.3966
24.6259,7.4304,no,0.03,174104.9562,mobile,0.6911,gold,2500.0,20.0,east,0.9876,314.3495,232.8566
71.0901,6.8112,no,0.1287,347122.1184,mobile,0.688,gold,2500.0,12.5905,west,0.9811,255.4582,183.3627
72.0427,3.0833,no,0.1078,396527.5908,mobile,0.5135,gold,1185.3047,7.1353,north,0.253,40.6822,160.5532
29.6739,18.2251,no,0.0908,422930.7612,mobile,0.9418,gold,2500.0,20.0,east,0.1606,300.88,175.1244
76.6494,38.399,yes,0.35,357905.817,mobile,0.9643,gold,2500.0,20.0,west,0.0043,435.4843,221.8915
65.8409,6.2589,no,0.35,490650.5621,mobile,0.4241,gold,2500.0,20.0,south,0.7614,189.2539,112.3505
57.2278,2.9898,yes,0.3281,57861.3035,mobile,0.2836,gold,2500.0,18.7204,east,0.9762,266.9296,133.3859
82.2118,40.3194,no,0.35,183720.6974,mobile,0.0128,gold,2500.0,20.0,west,0.3964,314.0748,162.688
67.4327,48.901,no,0.35,446213.8153,mobile,0.1687,gold,2500.0,11.9452,south,0.2003,506.5737,97.6251
72.5965,38.5326,yes,0.35,378151.4719,mobile,0.801,gold,2500.0,20.0,east,0.6667,570.1332,237.018
25.0421,24.9777,yes,0.2308,471201.5023,mobile,0.0297,gold,2500.0,20.0,east,0.4981,17.0226,43.8039
72.2527,33.3929,no,0.35,246093.7567,mobile,0.466,gold,2500.0,20.0,east,0.5048,325.9204,194.4661
44.3886,16.4134,no,0.35,229828.1194,mobile,0.0329,gold,2500.0,20.0,west,0.303,423.9295,118.4636
72.5368,28.8739,yes,0.35,276891.9493,mobile,0.5394,gold,2500.0,20.0,south,0.1563,34.3865,63.9504
39.7157,2.3792,yes,0.0451,418467.076,mobile,0.3489,gold,2500.0,1.614,south,0.8913,205.4127,24.2667
20.1772,12.9672,no,0.2346,156049.7641,mobile,0.0849,gold,2500.0,20.0,west,0.1145,102.6978,129.6816
35.7298,35.102,yes,0.35,492882.3908,mobile,0.3777,gold,2500.0,20.0,north,0.8083,60.934,162.3516
61.4973,18.8034,yes,0.35,248475.8557,mobile,0.8473,gold,2500.0,20.0,east,0.5358,173.126,12.36
