account_balance,age,credit_score,debt_to_income,default_risk,defaulted,employment_status,income,interest_rate,loan_amount,loan_type,region,tenure_months,transaction_amount
54947.666,63.1875,820.0,0.6,0.3916,no,unemployed,180000.0,0.4347,32866.5516,auto,west,218.0528,92103.9006
61728.1178,64.2113,580.0,0.6,0.1679,yes,employed,180000.0,0.049,709111.3302,mortgage,north,231.1597,88665.4649
117265.8402,22.2033,580.0,0.108,0.0013,yes,self_employed,116395.1923,0.3323,969117.2742,personal,east,318.7851,49308.7063
412691.5586,66.9013,646.8333,0.6,0.2256,no,employed,135934.9383,0.3616,33896.0801,mortgage,north,10.1678,26113.5099
442844.9465,27.9761,580.0,0.6,0.978,no,unemployed,102047.2247,0.4435,893279.5596,personal,north,254.5082,43132.9021
17313.4288,38.5279,820.0,0.4093,0.5541,yes,unemployed,180000.0,0.2477,660767.5938,personal,north,109.172,9592.4962
17797.4744,18.2366,580.0,0.6,0.6251,yes,employed,144618.1908,0.0527,207349.5064,mortgage,west,230.8341,97705.7925
230181.671,73.4824,580.0,0.6,0.3875,yes,employed,111935.1369,0.1778,186989.6497,mortgage,east,18.9282,43974.6025
67076.644,61.1812,580.0,0.6,0.8082,yes,unemployed,124782.0092,0.3428,227899.0022,personal,north,24.7712,38711.2226
232893.7634,22.8952,820.0,0.6,0.5021,yes,employed,180000.0,0.3622,677696.1181,business,north,224.4375,12029.0672
402314.9679,25.8235,580.0,0.6,0.4354,no,employed,180000.0,0.286,834191.0646,personal,west,95.0654,91080.5378
271547.6377,71.1107,611.8129,0.6,0.0124,no,employed,180000.0,0.2685,781794.8181,auto,south,43.1692,14965.0823
432412.3866,72.5684,820.0,0.2641,0.6548,yes,employed,172034.9487,0.2181,172613.6283,personal,south,146.8617,61824.8306
342162.0146,21.056,585.1309,0.2686,0.3724,no,employed,102021.9583,0.3592,311293.8232,business,south,303.8962,85823.6201
486851.9065,45.4729,795.494,0.2694,0.4168,yes,employed,180000.0,0.0927,211784.8069,business,east,297.1571,74094.7389
148672.7776,49.4213,580.0,0.6,0.8793,yes,employed,25000.0,0.0948,833013.4681,mortgage,north,301.8007,24949.7766
129728.5242,69.0574,603.0758,0.6,0.1239,yes,self_employed,25000.0,0.1739,594246.5717,business,south,66.3974,87048.2067
371970.1786,60.7087,580.0,0.3866,0.1629,yes,unemployed,172105.1602,0.4346,857182.6318,personal,east,234.1146,67769.8469
430961.2644,77.9626,709.3198,0.4741,0.1323,yes,self_employed,52786.9963,0.3624,224158.1467,personal,south,220.1788,94300.5538
224088.9896,31.529,580.0,0.5206,0.6236,yes,self_employed,175761.6596,0.0132,999429.6652,auto,west,348.0353,83938.0026
22556.8975,79.2784,684.3568,0.6,0.2611,no,unemployed,180000.0,0.4026,299141.7164,personal,south,56.5248,76547.6734
337185.4327,62.7196,693.2403,0.6,0.2594,no,self_employed,126151.1401,0.1808,35801.3453,business,west,255.7806,57204.6714
452328.5178,59.6558,604.3889,0.6,0.8406,no,unemployed,180000.0,0.0897,98054.2623,mortgage,east,48.6761,25865.9264
103349.2909,31.8463,820.0,0.4205,0.8868,no,self_employed,112133.0465,0.2677,464028.7479,business,east,45.048,5368.6418
432423.8549,41.6635,580.0,0.0541,0.8542,yes,employed,42072.2125,0.0981,409487.2508,mortgage,north,206.2771,90662.1868
387260.0005,48.23,678.6197,0.1768,0.6345,yes,employed,25000.0,0.1304,761312.6846,business,west,63.1923,76448.6091
313078.6458,43.0104,820.0,0.3833,0.0377,no,employed,60624.8611,0.1742,14570.0802,auto,north,118.0301,83323.0334
105395.5128,72.3731,580.0,0.1027,0.5033,yes,self_employed,92528.4125,0.0387,46195.4926,business,south,341.6014,45593.1753
498030.8465,48.3911,750.0693,0.1649,0.9069,no,unemployed,180000.0,0.0184,224709.2026,business,east,354.602,21119.8117
176961.6402,58.3335,580.0,0.6,0.2558,no,employed,160885.2968,0.0314,994682.8935,auto,west,239.3233,65357.1083
216600.2874,25.6629,580.0,0.6,0.2055,no,self_employed,180000.0,0.0141,421161.0207,auto,east,39.0498,52031.4031
134180.4518,66.6551,598.6434,0.6,0.778,yes,employed,180000.0,0.4382,358242.8756,personal,south,149.283,16038.1995
109597.6856,18.7905,580.0,0.1104,0.5742,yes,unemployed,148737.1046,0.4278,779636.4595,business,west,29.7922,72357.9013
494219.6247,36.3534,580.0,0.0998,0.1747,no,employed,25000.0,0.1378,801695.3046,auto,north,114.6364,73854.281
328311.064,28.5718,580.0,0.4377,0.6218,yes,self_employed,180000.0,0.0509,815056.8074,personal,west,68.2844,40078.3507
397948.5394,58.2285,778.1457,0.1131,0.6962,yes,employed,25000.0,0.4247,159815.6998,personal,south,151.5219,59075.4395
301792.7938,71.4797,820.0,0.6,0.8918,yes,employed,145440.8173,0.2248,887650.1311,business,south,160.3256,6334.5413
254740.8363,60.671,670.9434,0.4328,0.7267,no,employed,145096.9735,0.302,641583.7506,business,west,56.0696,82643.9556
424454.2872,71.9038,580.0,0.4916,0.2409,no,employed,180000.0,0.0322,223095.1699,personal,west,232.6643,40328.2961
398643.2567,45.7821,813.9535,0.4471,0.1187,no,employed,149714.6311,0.2975,103091.9998,mortgage,north,150.2049,55713.544
323843.9516,46.2849,580.0,0.6,0.8166,yes,unemployed,180000.0,0.1561,767532.6917,personal,east,217.1826,71666.0902
39692.8814,58.8524,580.0,0.3551,0.6337,yes,employed,180000.0,0.251,374203.4153,personal,east,40.957,89687.815
119687.5487,30.1471,580.0,0.6,0.2156,no,self_employed,180000.0,0.0939,338264.5818,personal,north,273.3023,4650.9897
481565.9257,18.2689,741.7284,0.5532,0.4328,no,unemployed,175951.0927,0.4167,781190.9563,business,east,327.9348,69182.0794
187576.8454,55.2339,820.0,0.5041,0.3847,yes,self_employed,180000.0,0.413,762493.4689,business,north,100.6737,96359.3902
200500.1911,61.4009,749.0561,0.2989,0.7015,yes,unemployed,180000.0,0.3232,935544.3214,mortgage,north,228.8322,20089.7073
490481.1031,58.3054,820.0,0.5039,0.6943,yes,unemployed,97392.0378,0.0608,352561.6836,mortgage,west,174.4921,57064.2488
402235.4375,50.4093,580.0,0.1453,0.6703,no,unemployed,60770.8228,0.3401,161354.9266,mortgage,north,105.3218,25056.8502
374332.9135,20.003,788.4157,0.1025,0.868,yes,unemployed,180000.0,0.3905,742541.5295,auto,west,203.3736,23760.3097
187652.8708,77.3155,820.0,0.3127,0.5521,no,unemployed,25000.0,0.1206,620751.4148,mortgage,north,281.7902,87011.9391
385834.84,77.786,580.0,0.1774,0.6827,yes,employed,56905.9979,0.0865,514089.9293,business,south,137.6598,42851.3529
-7120.9806,46.9125,820.0,0.05,0.9286,yes,employed,179467.2193,0.3504,625553.9792,mortgage,north,304.001,30116.1807
478063.736,50.2776,771.7549,0.1594,0.5431,yes,employed,121621.7029,0.1637,883455.0405,personal,east,239.8104,33107.3226
48508.1952,39.4525,580.0,0.6,0.9186,no,self_employed,73904.322,0.0275,885717.3289,mortgage,south,139.15,79620.8624
2599.9222,50.0458,762.2966,0.5143,0.5087,no,employed,146554.608,0.1404,651702.4319,auto,east,117.3517,8235.4625
97498.5522,57.0299,580.0,0.6,0.8357,no,unemployed,62468.2908,0.3746,878697.9131,business,east,267.6709,43524.341
224204.87,38.5664,580.0,0.0543,0.7942,yes,self_employed,167867.1774,0.263,228031.8121,mortgage,east,95.3373,38803.8723
188645.9523,25.335,580.0,0.6,0.0632,yes,unemployed,180000.0,0.03,848327.1134,mortgage,east,130.6989,50284.1923
133573.8966,75.4548,580.0,0.6,0.0308,yes,unemployed,47740.7188,0.1067,746880.5347,business,south,287.447,84946.8943
335417.4132,74.6785,777.0103,0.6,0.3731,yes,unemployed,180000.0,0.2536,555292.2108,auto,south,46.995,503.9789
97126.9743,63.9687,735.5624,0.2117,0.9056,no,employed,180000.0,0.0727,184400.7264,auto,west,223.2279,25274.925
318784.0021,22.535,703.0111,0.2507,0.1974,yes,unemployed,174598.1004,0.4287,357459.7898,auto,north,242.6525,23454.0503
152070.828,45.9401,669.8055,0.3057,0.5842,no,employed,170100.0504,0.1704,316674.9929,personal,south,155.9057,484.1834
418456.13,26.327,739.7837,0.6,0.4628,yes,employed,108263.739,0.1444,551895.9902,business,south,65.7499,60663.16
364107.7547,56.8504,736.4552,0.6,0.8496,no,unemployed,180000.0,0.3676,579111.3369,mortgage,west,277.6045,21276.8559
323493.151,27.2152,580.0,0.6,0.5896,no,unemployed,180000.0,0.0689,501372.6098,business,north,35.3278,36387.1919
376175.0963,26.703,580.0,0.5664,0.5658,yes,employed,180000.0,0.0743,732138.4725,auto,south,338.2856,4042.9422
178411.9446,20.6541,580.0,0.6,0.3613,yes,unemployed,141432.5945,0.21,46914.2388,mortgage,north,353.0706,32407.7869
182096.3805,41.4681,652.6073,0.6,0.0778,yes,self_employed,76224.3367,0.438,223287.8049,personal,east,147.8857,81723.8593
245936.8621,26.616,580.0,0.0771,0.6435,no,self_employed,64243.6141,0.0922,362541.8327,mortgage,east,259.0771,11833.904
235573.4912,47.6865,580.0,0.1612,0.8334,no,unemployed,25000.0,0.029,573699.7681,business,east,60.5231,62954.4129
74834.0968,75.1917,609.9844,0.4055,0.9692,no,self_employed,180000.0,0.3965,728110.3283,personal,west,296.2053,94725.4396
76989.0598,69.4825,660.5032,0.6,0.8205,yes,unemployed,55383.3614,0.3002,264888.4382,auto,north,261.5347,34267.7848
182887.7896,26.1972,580.0,0.5227,0.9093,no,unemployed,180000.0,0.3737,605708.2624,auto,east,66.3397,90160.9202
235942.8769,26.0804,662.0848,0.6,0.897,yes,employed,180000.0,0.2957,522283.2075,personal,west,135.2247,4344.7849
168764.085,67.8865,820.0,0.6,0.5761,yes,self_employed,128221.3297,0.122,765975.9609,business,east,327.9005,8382.6743
351665.907,66.9442,646.7923,0.1178,0.0072,yes,self_employed,180000.0,0.3126,316243.7638,personal,south,132.3303,15478.7033
302059.1453,79.4915,580.0,0.2037,0.5521,yes,unemployed,167711.2399,0.0886,559314.2827,personal,north,175.7024,98850.8379
426049.4506,58.8755,748.6885,0.4466,0.6993,no,employed,49376.7402,0.1044,400860.626,personal,east,123.8223,55058.0709
400228.3741,69.0418,583.0012,0.6,0.0881,yes,unemployed,79664.5074,0.1732,609224.3468,mortgage,east,261.6446,93068.5684
472315.0875,68.8542,684.1748,0.439,0.2017,no,unemployed,180000.0,0.3637,286363.5085,business,east,14.9985,59951.8918
173467.3991,58.6112,820.0,0.0868,0.2759,no,employed,120430.6733,0.3047,405748.2414,mortgage,south,74.5108,1537.6369
167212.2953,68.5619,580.0,0.6,0.4548,yes,self_employed,121782.9844,0.012,175447.2694,auto,south,183.727,55863.5127
436817.6536,68.4151,644.9363,0.6,0.9661,yes,unemployed,169387.4125,0.3488,757594.5484,auto,west,346.1622,45885.3841
49296.8337,22.1884,680.1971,0.6,0.6769,yes,employed,69749.1114,0.1489,955467.9643,mortgage,east,187.392,973.3094
193454.6247,64.4249,580.0,0.5546,0.1785,no,self_employed,94847.9611,0.1062,573925.7629,business,north,68.254,74615.8796
365068.8233,72.11,580.0,0.2028,0.2497,yes,unemployed,180000.0,0.0786,107135.9455,auto,east,331.5072,67581.5367
422485.4038,41.0142,580.0,0.6,0.881,yes,employed,172781.2946,0.1309,183280.4272,business,east,275.8417,51113.8524
258125.0764,44.2369,820.0,0.05,0.3473,yes,unemployed,180000.0,0.3514,457467.4363,auto,east,45.9714,51820.9957
333792.5608,41.5245,580.0,0.3616,0.8618,no,self_employed,56958.5801,0.1257,269773.5254,personal,north,345.1941,34310.3029
203737.4012,64.6361,580.0,0.4006,0.4507,no,unemployed,171851.5057,0.4409,686168.9062,personal,west,293.6661,72081.8251
89992.2392,67.6023,743.1252,0.473,0.0097,yes,self_employed,127034.68,0.0692,893323.7743,mortgage,south,228.1428,53398.7248
276690.6106,53.2057,580.0,0.6,0.06,yes,self_employed,180000.0,0.2197,630047.2813,mortgage,south,163.5982,33466.3192
116.0201,25.5167,820.0,0.6,0.199,yes,unemployed,173192.4428,0.2956,174951.5663,personal,east,281.5703,35511.5487
184346.2092,35.7645,679.0273,0.1448,0.1676,no,employed,180000.0,0.1585,631457.7716,business,south,207.0746,84890.2283
106391.1491,37.6465,580.0,0.2675,0.6446,yes,self_employed,82103.1823,0.2058,862875.0804,business,north,132.6498,58692.3904
425648.0408,25.7525,580.0,0.2516,0.7439,yes,unemployed,180000.0,0.1027,397347.0605,auto,east,37.1127,93679.4294
383176.1898,50.4869,820.0,0.1039,0.6181,yes,unemployed,26209.0687,0.4199,390151.2849,business,north,84.8801,73759.5852
258638.5923,28.5777,580.0,0.3568,0.9153,no,unemployed,180000.0,0.2156,870962.824,business,west,336.7442,54854.9789
311834.2365,57.4228,638.3907,0.5235,0.6395,yes,self_employed,93588.7371,0.1628,539898.2881,mortgage,north,290.2807,44186.5887
144822.1869,18.0057,789.2279,0.6,0.3439,no,self_employed,141290.1886,0.0137,922127.3515,mortgage,north,341.0638,47707.23
396351.3658,51.9892,580.0,0.6,0.4371,no,self_employed,75718.9392,0.3246,646167.8039,business,south,298.7484,22060.022
135185.1959,64.0615,785.2852,0.4129,0.8535,yes,employed,55539.7465,0.1374,637074.2632,mortgage,east,223.5294,27214.1409
67596.1456,78.1224,580.0,0.6,0.2821,no,self_employed,38386.7216,0.2029,8699.9873,personal,south,35.2003,1473.47
390719.9228,48.9005,580.0,0.6,0.0317,yes,employed,25000.0,0.3403,146514.7818,business,south,98.1418,39242.7851
406797.8692,69.3516,580.0,0.6,0.249,no,unemployed,180000.0,0.2049,737750.203,business,west,14.9632,46084.0027
188452.7099,77.5953,820.0,0.1586,0.7282,yes,employed,180000.0,0.2518,122580.4414,business,east,174.799,29882.0096
110342.5773,44.918,580.0,0.6,0.5847,no,self_employed,119346.6818,0.117,968850.512,auto,north,210.4445,69075.4507
70426.2127,23.6669,671.1869,0.6,0.997,no,self_employed,180000.0,0.0363,644752.6092,business,south,253.3741,79146.833
490654.6126,66.8908,754.0185,0.6,0.4387,yes,unemployed,58696.6244,0.3133,358488.4135,personal,south,51.0994,89866.4058
266794.3792,48.3857,640.021,0.5436,0.3237,no,self_employed,141050.0216,0.3918,598880.6043,mortgage,south,310.2202,16035.1806
266219.0356,46.1529,765.5507,0.506,0.7337,no,unemployed,180000.0,0.2827,364393.1595,personal,north,224.4104,32070.0887
257275.5821,48.848,630.8807,0.6,0.3226,no,employed,180000.0,0.0586,523438.9389,auto,north,26.8047,83519.5006
44598.1359,29.8802,580.0,0.6,0.3886,no,employed,147482.9817,0.2845,590505.7616,business,west,20.5236,22073.0577
463485.8969,69.5888,580.8355,0.6,0.3609,yes,unemployed,180000.0,0.4018,822115.503,auto,east,286.5471,5830.9441
415572.8141,22.832,580.0,0.5195,0.1012,no,unemployed,70074.383,0.1795,193522.8881,personal,east,237.5049,57003.1969
380804.5442,53.7469,704.6955,0.6,0.4271,yes,self_employed,32126.6166,0.3587,550190.4838,mortgage,south,183.1753,65753.5306
420875.5476,43.5653,679.9445,0.6,0.3235,yes,self_employed,72976.0443,0.2501,375375.5433,personal,west,199.4352,74458.0903
-9900.2298,20.1491,580.0,0.05,0.1351,yes,unemployed,180000.0,0.0129,984402.2281,business,east,79.6917,31491.1526
9245.513,40.0507,580.0,0.3671,0.5822,no,unemployed,70665.2504,0.3669,92359.1687,mortgage,west,145.728,91788.2625
78180.2703,69.1937,713.7571,0.5762,0.9077,no,self_employed,178974.1296,0.1422,730923.9673,mortgage,west,208.7333,7848.6611
202426.0734,71.8055,820.0,0.2267,0.6528,no,self_employed,180000.0,0.015,777529.9088,business,south,139.5478,30479.0345
246224.8213,31.6894,580.0,0.6,0.3929,yes,employed,134239.2546,0.2719,504976.9814,business,south,82.2846,28979.0131
32098.0074,53.4293,580.0,0.3992,0.0851,yes,self_employed,151045.1116,0.3505,130809.9873,business,north,51.1489,55930.0584
113580.6968,34.5079,580.0,0.6,0.576,no,self_employed,34646.4315,0.192,365585.0106,business,south,71.0048,34453.1464
304272.7072,79.3899,580.0,0.1458,0.0449,no,unemployed,180000.0,0.0979,374133.8799,auto,north,273.511,85276.5618
473959.8667,75.4572,820.0,0.6,0.0137,no,employed,180000.0,0.059,450336.5399,mortgage,west,11.1211,20901.7451
307751.4164,79.5227,717.0427,0.6,0.3766,yes,employed,180000.0,0.2418,255828.6164,personal,east,24.4593,20070.405
23964.8741,58.9431,697.789,0.6,0.3602,no,self_employed,33259.5385,0.1387,883460.614,personal,east,140.9888,97979.3053
85072.8676,49.0404,580.0,0.6,0.0215,yes,unemployed,74970.2498,0.2429,333902.8498,mortgage,south,143.4437,15701.3681
308867.7948,32.6447,820.0,0.5013,0.8119,yes,employed,180000.0,0.3966,890456.885,business,south,293.9045,2947.5604
447559.4106,58.7298,580.0,0.3822,0.9606,yes,unemployed,180000.0,0.2852,227814.2635,mortgage,west,88.8088,15275.7627
266539.2131,30.819,580.0,0.5414,0.8001,no,unemployed,180000.0,0.146,705283.8196,business,south,189.9986,13526.1141
24585.1611,51.0436,731.6643,0.1841,0.8395,yes,self_employed,44511.3264,0.023,319028.1018,mortgage,north,350.3239,96119.6575
387345.0213,24.6198,580.0,0.6,0.612,yes,employed,80791.9213,0.2595,231295.8931,personal,north,85.8892,68738.1011
246185.5396,55.4921,727.2115,0.374,0.8521,no,self_employed,147942.2335,0.0705,193663.1996,personal,north,14.506,76454.1209
368606.9974,79.2711,754.666,0.0661,0.9271,no,self_employed,180000.0,0.3915,490197.9271,personal,east,118.9877,45755.0354
300044.2785,69.1084,732.1205,0.3942,0.9391,no,self_employed,172008.4009,0.2459,641573.1276,personal,east,254.3682,3852.1588
437667.7685,33.2347,622.7215,0.6,0.0393,yes,self_employed,116831.9577,0.3467,962611.0154,personal,north,70.7766,43955.9479
205455.713,56.0143,580.0,0.517,0.1422,no,self_employed,180000.0,0.2087,722785.4681,personal,south,43.4023,77873.3355
219951.786,29.0905,654.1893,0.6,0.2019,no,employed,136950.2791,0.12,691871.5696,auto,west,326.857,79648.8258
313376.9333,23.289,724.3675,0.6,0.9752,yes,unemployed,180000.0,0.0804,550570.7127,business,north,18.6745,17089.3272
433097.4541,29.0897,727.2285,0.4196,0.3095,no,employed,180000.0,0.2064,626639.6232,mortgage,east,44.9668,13157.9716
223907.7555,71.0355,626.1007,0.05,0.8827,no,employed,72125.6279,0.2691,475974.1338,mortgage,north,149.424,7941.4123
14948.588,27.1919,691.9661,0.05,0.8538,yes,employed,180000.0,0.3787,298792.3259,business,south,331.5773,4904.0872
301655.7756,60.8738,656.9814,0.6,0.1774,yes,self_employed,137146.0106,0.2647,931514.0795,auto,west,36.2461,29930.1489
420087.9113,22.0254,582.4901,0.122,0.8594,no,self_employed,99433.3496,0.1921,210240.4466,mortgage,west,77.6312,5819.4005
300510.7495,37.6223,615.2347,0.6,0.3539,no,unemployed,39784.2281,0.2576,519945.9473,business,south,228.5732,49250.9529
489421.4064,18.098,580.0,0.6,0.1179,no,employed,180000.0,0.3618,998987.5137,business,south,150.8127,33379.8919
119752.9363,22.2058,580.0,0.55,0.767,no,employed,35037.1921,0.1566,396351.3014,mortgage,south,206.105,96011.3224
460362.6803,47.7047,584.7003,0.05,0.1358,yes,unemployed,47460.5003,0.2127,865291.7383,auto,south,322.8465,46247.5451
278120.7469,60.0483,633.1063,0.05,0.5774,no,self_employed,100184.0685,0.4131,795884.9083,personal,north,26.6381,14931.3413
281200.637,42.1531,657.1151,0.6,0.7515,no,self_employed,180000.0,0.1484,32112.4017,personal,south,150.7514,49705.9464
100231.3384,36.7437,580.0,0.6,0.7778,no,self_employed,180000.0,0.2053,25422.3072,personal,south,175.3108,50005.9308
385521.9367,26.8843,820.0,0.6,0.938,no,employed,180000.0,0.0684,724708.3469,mortgage,east,166.9945,71368.0254
340396.6887,54.8458,580.0,0.4669,0.0461,no,self_employed,156652.7359,0.3,312824.5596,business,north,209.1889,31214.9777
136149.3623,51.0011,763.6723,0.6,0.2727,yes,unemployed,48091.3084,0.0604,958318.9055,mortgage,south,202.7864,10238.4269
62193.9827,61.6699,580.0,0.2448,0.0712,no,employed,180000.0,0.159,443925.8145,personal,east,49.4364,47074.0872
33920.986,42.2988,722.8066,0.6,0.6295,no,self_employed,180000.0,0.2062,355946.5008,business,east,121.6426,19815.5157
404554.019,75.0207,580.9655,0.4556,0.6845,yes,self_employed,180000.0,0.2148,232078.3665,personal,north,82.8946,86109.7666
346803.4568,59.2412,773.2672,0.6,0.4533,yes,unemployed,25000.0,0.2191,351765.1003,business,east,167.6633,17080.9837
196899.8509,62.2849,580.0,0.5561,0.0709,no,self_employed,91333.3198,0.2128,590740.6887,personal,east,88.1714,24369.8624
163764.2207,68.4628,654.5821,0.6,0.4354,yes,employed,180000.0,0.2496,236536.242,personal,south,239.5526,7790.3624
273094.7276,68.9654,580.0,0.6,0.0696,no,employed,33514.6455,0.3682,771457.7072,business,north,138.2712,49430.0204
442503.3837,74.0019,681.6797,0.05,0.1467,yes,self_employed,45615.7131,0.2438,390287.6689,mortgage,west,209.3215,19567.4664
356073.5232,74.7373,820.0,0.5827,0.6115,no,employed,153616.7399,0.383,852578.9269,mortgage,east,25.2806,90107.6684
429236.3982,71.6721,580.0,0.6,0.3943,yes,employed,96120.0656,0.1784,381874.2626,business,west,197.6074,66249.0935
420097.1121,40.3378,580.0,0.2885,0.8727,yes,employed,38539.1969,0.0151,648565.0481,auto,north,54.4065,88488.9834
317543.8788,43.783,580.0,0.6,0.6044,yes,employed,128285.5471,0.0891,509660.207,business,west,200.0819,45005.1267
298332.3612,53.8322,808.0823,0.2367,0.5017,yes,employed,123840.5063,0.2503,367286.5402,personal,east,352.2293,56815.3896
62464.6148,63.3402,820.0,0.6,0.7789,no,unemployed,140015.9619,0.0444,889970.5206,mortgage,east,34.5753,47245.6848
450828.489,51.1721,580.0,0.454,0.9061,no,employed,172615.6252,0.1559,353238.0844,mortgage,south,352.0605,29462.4999
21323.0592,47.336,580.0,0.0516,0.9904,yes,self_employed,180000.0,0.2847,287172.2465,business,south,32.4561,50560.1053
130360.7286,33.9313,744.8575,0.6,0.9101,no,self_employed,180000.0,0.3,370081.9466,business,east,65.6176,78252.988
164852.4776,23.2329,580.0,0.6,0.1542,no,employed,149288.5344,0.4472,770482.6052,mortgage,east,87.9472,44019.0607
317553.1596,64.84,580.0,0.1676,0.3987,yes,self_employed,91108.7719,0.3383,752551.6391,mortgage,north,193.1099,37980.6996
260525.4876,44.9535,580.0,0.6,0.382,yes,self_employed,95390.8988,0.2433,955892.8125,mortgage,south,37.7591,53129.8039
127866.3198,67.7436,580.0,0.5842,0.4611,no,self_employed,180000.0,0.1164,672053.9085,auto,east,278.0675,51995.7123
414161.6449,18.7416,580.0,0.1039,0.4459,no,unemployed,66605.4814,0.1347,193482.9917,auto,east,11.4611,9195.0363
34057.0508,55.4905,580.0,0.6,0.6479,no,unemployed,180000.0,0.0913,111289.6641,personal,south,68.7819,29457.5671
382373.1562,60.9177,700.5475,0.6,0.2573,yes,self_employed,180000.0,0.132,62856.1862,business,west,141.7268,99595.8608
25393.2255,78.7242,580.0,0.3926,0.6455,yes,unemployed,33420.7101,0.2479,431537.9496,mortgage,east,222.186,10625.8649
7779.0563,22.3656,736.5271,0.6,0.0188,no,unemployed,149812.712,0.2973,1367.2081,mortgage,west,16.5073,39048.9916
283066.5284,49.9537,820.0,0.4907,0.4361,yes,employed,180000.0,0.3536,785489.0142,mortgage,south,195.826,331.7327
337736.2252,42.8381,679.3635,0.6,0.0907,no,employed,160853.2627,0.4328,80916.5563,auto,west,167.0912,76651.0425
326974.3852,36.53,580.0,0.1068,0.6888,no,unemployed,146464.5591,0.3995,438264.7575,business,west,70.6388,3570.7932
188271.4421,67.1498,686.0446,0.4997,0.965,no,self_employed,180000.0,0.4353,16910.0768,auto,north,124.1248,33772.5227
401622.89,59.3736,580.0,0.6,0.8743,no,self_employed,45537.1352,0.2649,924853.4038,auto,north,16.1653,14159.9056
347661.3737,26.0933,580.0,0.05,0.3073,no,employed,180000.0,0.2107,171104.0432,personal,north,214.0022,81780.2
22186.157,30.5638,580.0,0.6,0.7379,no,employed,121200.5745,0.0632,684246.3392,business,south,197.8809,32159.667
22243.1627,34.9814,754.5301,0.1681,0.3699,yes,employed,50336.8319,0.1172,582194.8089,auto,west,50.6134,79105.4385
31168.5299,18.4479,820.0,0.6,0.5937,no,unemployed,85835.7321,0.3151,792344.5945,mortgage,west,172.9365,12690.115
200135.9755,76.1616,666.3228,0.05,0.18,no,unemployed,150466.4028,0.4281,627378.0582,business,north,282.3821,34786.0088
49928.9896,50.8723,580.0,0.3619,0.7611,no,employed,162377.1251,0.1065,770446.1175,business,west,238.3798,27643.382
243732.5673,27.9051,820.0,0.054,0.3642,no,unemployed,63667.3361,0.1206,617010.9408,auto,north,320.7584,45315.3096
70603.2614,19.802,608.9422,0.0709,0.2353,no,employed,134001.4469,0.2651,419356.741,mortgage,north,269.71,89837.3773
40012.7082,63.7404,820.0,0.3755,0.2207,yes,employed,141826.0877,0.2231,890543.5995,personal,south,54.744,92788.7838
59566.3534,62.6289,679.2127,0.6,0.2022,yes,self_employed,39036.3176,0.3146,60121.8938,business,south,51.731,85165.285
102125.3178,36.3,580.0,0.6,0.9528,yes,employed,180000.0,0.2644,552979.2601,personal,west,85.0037,41170.2025
132377.148,63.2611,741.7073,0.2467,0.3273,no,self_employed,174260.642,0.4024,591975.7462,auto,east,56.1822,57370.5048
495549.4868,63.4755,602.5298,0.4257,0.3943,no,unemployed,180000.0,0.3165,98450.204,personal,north,179.8168,8310.0693
57683.1209,36.339,688.5841,0.0907,0.4798,yes,self_employed,92146.1441,0.3195,857993.1502,business,west,269.7814,2442.323
84322.3265,72.0362,676.0866,0.6,0.0014,yes,unemployed,180000.0,0.1793,690905.2633,business,east,192.5386,29659.7015
306432.1581,38.8131,820.0,0.5147,0.91,yes,employed,109833.1661,0.0327,383263.5176,auto,north,169.131,4088.3926
60586.9617,38.7656,623.7803,0.6,0.7374,yes,self_employed,180000.0,0.3933,702992.1937,mortgage,west,271.8829,76088.8295
131344.1203,21.9289,580.0,0.4862,0.5267,yes,unemployed,37690.1208,0.3223,678469.1378,auto,north,193.2294,29227.143
444870.6388,46.3882,580.0,0.6,0.2884,no,unemployed,180000.0,0.0581,276304.7648,auto,south,251.8583,49633.3772
202433.696,60.309,820.0,0.4739,0.4201,yes,self_employed,180000.0,0.0195,189466.1284,mortgage,south,10.8671,80199.1083
237935.6797,59.283,618.0997,0.5485,0.458,yes,self_employed,170608.2466,0.4052,306841.7572,auto,north,284.7686,22678.967
170091.6566,46.2674,580.0,0.6,0.7118,no,employed,86288.7281,0.4382,839412.011,business,east,250.3508,66635.9302
10987.2428,37.6308,580.0,0.2604,0.1845,no,unemployed,169183.6855,0.0253,317285.2926,mortgage,east,125.7534,37292.1207
459421.3277,43.0829,599.6501,0.1454,0.458,yes,self_employed,96745.1614,0.0119,738625.7339,mortgage,north,351.2896,33128.7333
397783.8492,63.1697,820.0,0.3387,0.1123,no,self_employed,144215.3888,0.0276,678169.3328,mortgage,east,44.7248,2480.5347
156446.8995,55.7054,580.0,0.5264,0.7813,no,unemployed,180000.0,0.0961,84047.7556,personal,north,306.2541,67706.6618
240137.3337,55.3967,606.9335,0.056,0.6668,yes,self_employed,119869.8412,0.325,427926.6578,mortgage,west,140.8422,1220.0669
435893.8852,23.4311,736.712,0.4442,0.9926,yes,employed,180000.0,0.137,805769.9487,auto,north,349.4188,42383.796
95969.7333,47.426,820.0,0.6,0.0661,yes,employed,180000.0,0.3427,88904.0545,personal,north,149.1774,91441.1352
91621.3563,69.6016,580.0,0.4906,0.8228,no,employed,91295.8769,0.2675,494353.4352,mortgage,south,267.1286,22452.7976
